x,vel_x,y,vel_y,velocity
-188.09501259836304,5.991235752844658e-08,221.67695778055543,7.463608767466199e-08,6.702806326107593e-07
-165.52638364572658,0.451403397308594,233.88297871339108,0.24415996738202406,0.5131588291414668
-151.52714005077806,0.27998376180962214,246.72707640819593,0.2568834124171948,0.37997350793148643
-133.2137333386926,0.36617970131955246,242.72593657280882,0.08035195882388546,0.37490798091509236
-102.61368629651521,0.611937410701179,249.80533867887556,0.14138233219267926,0.6281658421668124
-74.1634557726492,0.5689584995718153,257.58770097328267,0.1555121314924084,0.5899087318365535
-52.28576846831358,0.4374321932774805,254.7994590918563,0.05611272272922707,0.4410929582641864
-32.27126465188451,0.40008624463818343,246.3282026506828,0.169906255751318,0.4346688618753256
-36.17348228058522,0.07822044879845902,226.8587085935425,0.38974674219617533,0.3971339830650429
-24.800576251798365,0.22724069279525327,215.7915690886548,0.22173570662938413,0.3173796265422609
18.36237386934252,0.8630456010967684,225.2333120015999,0.18851450012998505,0.8836711543089418
58.113988674028114,0.7948315997426967,228.29612000801026,0.060991934970196615,0.7973886561681777
106.28738489441758,0.9630642899691289,228.0498255728052,0.005470996151719865,0.9634805165348073
156.78370153269617,1.0092056437277002,215.60954321602634,0.2496191964202792,1.0401228041245272
170.55702602302932,0.27484788044617137,211.71180429197145,0.0786602550374873,0.2862843595002029
145.12923300569648,0.5089861714816291,189.86583459899722,0.43752745740459,0.6704682094055374
135.9107201967806,0.18471863999219096,167.19363266218076,0.4540005625474617,0.48949350110984324
156.50390412978393,0.41141399445656823,157.01016574296992,0.20430776593853128,0.4594702266711819
172.0800012289059,0.3109925188444329,143.78103506367222,0.26528485585332984,0.4087173592453402
196.89387411715794,0.4954983943302249,121.5725264682844,0.4451125672514262,0.6660168591697193
235.37484327317165,0.7687296076212959,122.65367819247601,0.020954542782631425,0.7699230808949167
256.56196508965127,0.42302363880166116,127.32860792824096,0.09311680803278799,0.4339350637598607
269.76035784198467,0.2633421217578418,126.20054277146907,0.022845099569784533,0.264930256665991
264.22184227905626,0.11123490136070968,118.64233035645289,0.15147141386862728,0.18740515419945633
242.4702325946662,0.43506911755105016,161.41357091864006,0.8553013672550982,0.9596898547115182
207.1965818399432,0.705410920973577,187.48563209749298,0.5213609408146578,0.8772645693700433
156.52054534454118,1.0134571579205804,189.55592361929547,0.04137179538126379,1.0143661630532765
120.81930745740925,0.7139608349629896,199.8985073457081,0.20686151689170362,0.7433834608898532
74.17602516608694,0.9328220752445198,205.74760823739805,0.11704756776599856,0.9401718490040316
40.120610709333675,0.6810957229756696,199.8746372507468,0.11734725833042381,0.6911622217775758
3.1838961750583343,0.7387403151990526,209.63629742841792,0.19537872703767967,0.7640970854573069
-47.13247203914187,1.0063949715415994,203.78694803774624,0.11677210795702697,1.013104495807047
-83.05521537126909,0.7185736618547658,196.80228665963392,0.13943008204768192,0.7319095526286796
-121.36213803278201,0.7662920906153801,196.9415288803892,0.0030681483202448373,0.7661435145431105
-160.94995405601765,0.7919741845638519,186.91443757056598,0.20022192735257693,0.8167588965233459
-195.11255591467744,0.6834641610714272,184.29339974639228,0.052133331177505626,0.6852600105154407
